MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
6.8976,34,6.6122715404699735,1.0287206266318538,1627,2.1240208877284594,37.83,-122.21,3.333
8.2049,28,6.978947368421053,0.968421052631579,463,2.4368421052631577,37.83,-122.19,3.352
8.401,26,7.530805687203792,1.0568720379146919,542,2.5687203791469195,37.83,-122.2,3.512
6.8538,29,6.657992565055762,1.0074349442379182,661,2.45724907063197,37.83,-122.19,3.689
8.317,32,6.977186311787072,1.0038022813688212,635,2.414448669201521,37.82,-122.19,3.659
7.0175,37,6.982954545454546,1.0284090909090908,420,2.3863636363636362,37.82,-122.2,3.667
6.3302,39,7.54,1.068,1265,2.53,37.82,-122.2,3.628
6.3624,30,5.615384615384615,0.7307692307692307,126,2.423076923076923,37.81,-122.18,4.833
7.0549,52,6.785714285714286,0.9514285714285714,813,2.322857142857143,37.82,-122.21,3.314
6.7851,45,6.957746478873239,1.0234741784037558,1067,2.504694835680751,37.81,-122.2,3.235
2.8929,50,5.132246376811594,1.0960144927536233,1260,2.282608695652174,37.8,-122.21,2.167
3.0812,38,4.628336755646817,1.0985626283367556,951,1.9527720739219712,37.8,-122.21,2.331
5.2402,52,6.200892857142857,0.9464285714285714,510,2.2767857142857144,37.81,-122.21,2.964
6.5217,52,6.39935064935065,1.0876623376623376,765,2.4837662337662336,37.81,-122.22,2.737
3.2632,52,4.745652173913044,1.0108695652173914,1129,2.4543478260869565,37.8,-122.22,2.277
3.0298,52,5.183673469387755,1.0521541950113378,1073,2.433106575963719,37.8,-122.22,1.996
4.5428,52,5.283495145631068,1.050485436893204,1185,2.3009708737864076,37.8,-122.22,2.398
4.072,52,5.952941176470588,0.9970588235294118,756,2.223529411764706,37.81,-122.22,2.701
5.3509,52,5.65067178502879,1.0287907869481765,1034,1.9846449136276392,37.81,-122.22,3.021
3.1603,52,4.429193899782135,1.0588235294117647,787,1.7145969498910676,37.8,-122.23,2.695
4.7708,52,6.727699530516432,1.0751173708920188,612,2.8732394366197185,37.81,-122.23,3.147
8.1564,52,7.7026315789473685,1.0578947368421052,1021,2.6868421052631577,37.81,-122.22,3.901
8.8793,52,8.972868217054264,1.1317829457364341,861,3.3372093023255816,37.81,-122.23,4.103
6.8591,52,7.599388379204893,0.9571865443425076,953,2.914373088685015,37.81,-122.24,3.524
6.0302,52,5.8203125,0.9296875,634,2.4765625,37.81,-122.24,2.873
7.508,52,7.994318181818182,1.0369318181818181,878,2.4943181818181817,37.81,-122.23,3.487
2.7477,52,4.333333333333333,1.1387163561076605,918,1.9006211180124224,37.81,-122.24,2.438
2.1944,52,5.074285714285714,0.96,360,2.057142857142857,37.8,-122.24,2.115
3.0149,52,4.276639344262295,1.0450819672131149,1197,2.4528688524590163,37.8,-122.25,2.184
3.675,52,4.851351351351352,0.9691119691119691,1048,2.023166023166023,37.81,-122.24,2.699
3.225,46,4.326639892904953,1.1178045515394912,1373,1.8380187416331994,37.81,-122.25,2.188
2.9345,42,4.059113300492611,1.0492610837438423,1715,1.6896551724137931,37.8,-122.25,2.25
2.1429,43,3.2742382271468142,1.0969529085872576,1359,1.8822714681440442,37.8,-122.25,2.5
1.6121,41,3.5617433414043584,1.1355932203389831,1062,2.5714285714285716,37.8,-122.25,1.714
1.3929,29,3.1927554980595083,1.1177231565329884,1335,1.7270375161707632,37.8,-122.25,1.938
2.3173,27,3.804195804195804,1.1468531468531469,1171,2.7296037296037294,37.79,-122.24,1.25
1.7772,45,3.882608695652174,1.1434782608695653,1475,3.2065217391304346,37.79,-122.25,0.975
2.6458,50,3.2091836734693877,0.9591836734693877,742,3.7857142857142856,37.79,-122.25,1.25
2.181,52,3.6887052341597797,1.0771349862258952,1086,2.9917355371900825,37.79,-122.25,1.388
2.2303,36,3.0902394106813995,1.1160220994475138,1645,3.029465930018416,37.8,-122.25,1.167
1.6504,43,3.639751552795031,1.0046583850931676,1710,2.6552795031055902,37.8,-122.25,1.518
2.2697,52,4.368421052631579,1,731,3.206140350877193,37.8,-122.24,1.27
2.1563,52,4.585014409221902,1.07492795389049,1118,3.2219020172910664,37.8,-122.24,1.286
2.1348,52,4.7343283582089555,1.1880597014925374,1006,3.002985074626866,37.8,-122.24,1.406
2.6292,47,3.693140794223827,1.0613718411552346,1213,2.1895306859205776,37.8,-122.24,1.827
2.3833,52,4.638132295719845,1.1245136186770428,772,3.0038910505836576,37.8,-122.23,1.469
2.957,52,4.496259351620948,1.0473815461346634,1321,3.29426433915212,37.8,-122.24,1.228
2.5238,49,4.192023633677991,1.106351550960118,1487,2.1964549483013296,37.8,-122.24,1.693
1.9375,52,4.209677419354839,0.989247311827957,488,2.6236559139784945,37.8,-122.23,1.266
1.9028,51,4.0561224489795915,1.0561224489795917,949,2.420918367346939,37.8,-122.23,1.279
2.25,50,4.20722891566265,1.1566265060240963,1149,2.7686746987951807,37.8,-122.23,1.235
2.3929,52,4.4714285714285715,1.0678571428571428,844,3.0142857142857142,37.8,-122.23,1.119
2.1917,43,4.844029244516653,1.091795288383428,4367,3.5475223395613322,37.79,-122.23,1.128
2.9357,52,4.327669902912621,0.9587378640776699,1659,4.026699029126213,37.79,-122.23,1.079
1.8854,30,3.7984790874524714,1.0038022813688212,1011,3.844106463878327,37.79,-122.23,1.375
2.1638,39,3.776349614395887,1.1079691516709511,1464,3.763496143958869,37.79,-122.24,1.055
2.125,47,4.528052805280528,1.3036303630363035,1237,4.082508250825082,37.79,-122.24,0.955
3.375,52,4.011904761904762,1.0714285714285714,647,3.8511904761904763,37.79,-122.24,1.161
2.2542,43,4.554621848739496,1.0532212885154062,1284,3.596638655462185,37.79,-122.24,1.122
2.1,51,3.1818181818181817,0.7818181818181819,228,4.1454545454545455,37.79,-122.25,0.75
1.6,39,3.747967479674797,1.048780487804878,381,3.097560975609756,37.79,-122.25,1.125
3.625,52,3.973568281938326,1.0440528634361232,846,3.7268722466960353,37.79,-122.25,1.25
1.6929,20,3.510355029585799,1.1523668639053255,1659,2.4541420118343193,37.8,-122.26,1.15
1.6471,52,2.8333333333333335,0.927536231884058,520,3.7681159420289854,37.77,-122.22,0.95
2.59,52,4.38996138996139,1.162162162162162,866,3.3436293436293436,37.77,-122.22,0.964
2.57,52,4.202185792349726,1.1256830601092895,612,3.3442622950819674,37.77,-122.23,0.72
2.6429,52,3.746031746031746,1.1587301587301588,415,3.2936507936507935,37.78,-122.23,0.713
3.0257,52,4.046948356807512,1.0093896713615023,994,4.666666666666667,37.78,-122.23,0.808
1.4886,50,4.0251572327044025,1.1111111111111112,1525,3.19706498951782,37.78,-122.22,1.288
1.9338,43,3.2420091324200913,1.0776255707762556,1506,3.4383561643835616,37.78,-122.23,1.125
1.4844,52,3.8666666666666667,1.011764705882353,1008,3.9529411764705884,37.78,-122.23,1.194
1.6009,44,3.1158455392809588,1.0985352862849533,2813,3.745672436750999,37.78,-122.23,1.181
2.0375,48,4.944606413994169,1.154518950437318,1481,4.317784256559767,37.79,-122.23,1.225
2.293,49,5.365296803652968,0.9908675799086758,859,3.922374429223744,37.79,-122.23,1.063
2.1494,37,4.479923518164436,1.0975143403441683,1608,3.074569789674952,37.79,-122.22,1.325
1.6198,30,4.357142857142857,1.0357142857142858,425,3.0357142857142856,37.79,-122.23,1.227
1.3281,40,5.054347826086956,1.0815217391304348,564,3.0652173913043477,37.79,-122.23,1.133
3.5156,44,5.466911764705882,1.1544117647058822,961,3.5330882352941178,37.79,-122.22,1.095
3.9048,52,4.998540145985402,1.0072992700729928,2273,3.318248175182482,37.79,-122.22,1.647
3.0893,52,3.9076923076923076,0.9743589743589743,600,3.076923076923077,37.79,-122.21,1.25
2.6042,46,4.489563567362429,1.0910815939278937,1647,3.1252371916508537,37.79,-122.22,1.247
2.5,49,4.306603773584905,1.0613207547169812,1201,2.832547169811321,37.79,-122.22,1.367
2.7969,38,4.626707132018209,1.078907435508346,2167,3.2883156297420335,37.79,-122.22,1.417
2.8321,29,4.823529411764706,1.1058823529411765,939,2.761764705882353,37.79,-122.2,1.5
2.9583,47,5.284246575342466,1.0513698630136987,859,2.941780821917808,37.79,-122.21,1.388
2.8365,34,4.5813953488372094,1.0794573643410852,1517,2.939922480620155,37.79,-122.21,1.392
2.875,35,4.520725388601036,1.0595854922279793,1143,2.961139896373057,37.79,-122.21,1.438
3.0682,39,4.316810344827586,1.0775862068965518,1109,2.3900862068965516,37.8,-122.21,1.565
3.0757,39,4.524663677130045,1.0022421524663676,1221,2.7376681614349776,37.8,-122.21,1.51
4.9559,43,6.6923076923076925,1.0967032967032968,1115,2.4505494505494507,37.8,-122.2,2.73
4.7721,52,5.772388059701493,1.0932835820895523,706,2.6343283582089554,37.8,-122.2,2.171
3.4861,52,4.984419263456091,1.0070821529745042,1883,2.6671388101983005,37.8,-122.21,1.871
5.1184,41,6.088235294117647,1.0411764705882354,804,2.364705882352941,37.8,-122.2,2.396
4.0977,48,5.242063492063492,1.0436507936507937,506,2.007936507936508,37.8,-122.21,2.297
4.744,48,7.117647058823529,1.088235294117647,610,2.563025210084034,37.8,-122.19,2.573
4.2727,46,5.837349397590361,1.0271084337349397,768,2.3132530120481927,37.8,-122.19,2.469
2.9844,50,5.260869565217392,1.059782608695652,462,2.510869565217391,37.79,-122.19,1.799
4.1739,40,4.51063829787234,1.0893617021276596,667,2.8382978723404255,37.79,-122.2,1.696
3.8487,46,5.1152882205513786,1.0150375939849625,1059,2.654135338345865,37.8,-122.2,2.033
4.0114,52,6.5451263537906135,0.9783393501805054,637,2.299638989169675,37.8,-122.19,2.634
4.6563,45,5.986784140969163,0.9933920704845814,1106,2.436123348017621,37.79,-122.19,2.318
2.9297,28,4.699551569506727,1.1375186846038865,1737,2.596412556053812,37.79,-122.19,1.405
2.3036,35,4.62051282051282,1.176923076923077,1009,2.5871794871794873,37.79,-122.2,1.26
2.6667,49,4.2,0.9285714285714286,737,3.5095238095238095,37.79,-122.2,1.22
2.619,44,3.30142566191446,0.9205702647657841,1354,2.7576374745417516,37.79,-122.2,1.347
2.4167,45,4.462025316455696,1.1244725738396624,1530,3.2278481012658227,37.79,-122.21,1.394
2.7788,45,4.210416666666666,1.1,1410,2.9375,37.79,-122.2,1.154
2.7352,46,3.9349736379613356,0.8927943760984183,1390,2.4428822495606326,37.78,-122.21,1.373
1.8472,52,5.4907063197026025,1.1152416356877324,1065,3.95910780669145,37.78,-122.21,1.37
2.6583,52,4.310204081632653,0.9142857142857143,792,3.23265306122449,37.78,-122.21,1.426
3.0536,49,3.6653061224489796,0.9959183673469387,779,3.179591836734694,37.78,-122.21,1.375
2.3906,44,4.865573770491803,1.1639344262295082,2269,3.719672131147541,37.78,-122.22,1.117
1.7188,43,4.181818181818182,1.1302211302211302,1227,3.0147420147420148,37.78,-122.21,1.268
2.625,47,3.6556016597510372,1.0290456431535269,753,3.12448132780083,37.78,-122.21,1.113
2.8015,40,3.6592592592592594,0.8444444444444444,547,4.051851851851852,37.77,-122.22,1.148
1.7276,50,4.036363636363636,1.075,1807,4.1068181818181815,37.78,-122.22,1.023
2.0801,44,3.38989898989899,1.0383838383838384,1700,3.4343434343434343,37.78,-122.22,1.319
2.489,51,4.1653944020356235,1.178117048346056,1543,3.926208651399491,37.78,-122.22,1.191
1.7546,52,4.733333333333333,1.0466666666666666,1085,3.6166666666666667,37.76,-122.21,0.806
4.0904,52,4.313868613138686,1.2627737226277371,353,2.576642335766423,37.77,-122.21,0.806
2.6765,52,5,1.0268456375838926,473,3.174496644295302,37.77,-122.21,0.888
2.4338,49,4.703933747412008,1.031055900621118,1621,3.3561076604554865,37.77,-122.2,1.024
2.3309,46,3.4858757062146895,1.0593220338983051,1183,3.34180790960452,37.77,-122.21,0.987
2.2604,43,3.6714801444043323,1.184115523465704,836,3.0180505415162453,37.77,-122.21,1
1.8039,42,3.543726235741445,0.9657794676806084,900,3.4220532319391634,37.77,-122.19,0.923
2.2562,39,5.007448789571694,1.111731843575419,1888,3.515828677839851,37.77,-122.2,0.948
2.0562,41,4.536656891495602,1.217008797653959,1024,3.002932551319648,37.77,-122.2,1.02
3.5398,52,5.4373522458628845,1.0472813238770686,1225,2.895981087470449,37.78,-122.2,1.584
3.1167,39,4.659574468085107,1.0611702127659575,1071,2.848404255319149,37.78,-122.2,1.216
2.5401,50,4.939153439153439,1.066137566137566,1128,2.984126984126984,37.78,-122.2,1.291
2.898,43,5.020661157024794,1.037190082644628,1537,3.175619834710744,37.77,-122.2,1.214
2.3125,44,4.399491094147582,1.0534351145038168,1240,3.1552162849872776,37.78,-122.21,1.028
2.875,52,6.107142857142857,1.0714285714285714,469,2.7916666666666665,37.78,-122.19,1.6
3.3715,52,5.105882352941176,1.0070588235294118,1086,2.5552941176470587,37.77,-122.19,1.439
3.5114,52,5.585131894484412,1.0671462829736211,1144,2.7434052757793763,37.77,-122.19,1.512
4.3125,52,6.645333333333333,1.1066666666666667,1109,2.957333333333333,37.78,-122.19,1.644
3.22,52,5.956639566395664,1.075880758807588,984,2.6666666666666665,37.78,-122.19,1.565
3.875,33,3.021276595744681,0.6595744680851063,575,12.23404255319149,37.78,-122.18,2.25
5.2328,49,5.660287081339713,0.9808612440191388,496,2.373205741626794,37.78,-122.19,1.742
3.7262,52,5.631578947368421,1.0157894736842106,555,2.9210526315789473,37.78,-122.19,1.669
4.5893,45,5.400611620795107,1.0152905198776758,869,2.6574923547400613,37.78,-122.2,1.635
5.2578,39,5.820754716981132,0.8962264150943396,236,2.2264150943396226,37.79,-122.18,2.53
7.0875,41,6.593457943925234,1.088785046728972,626,2.925233644859813,37.79,-122.18,2.407
3.9712,46,6.410334346504559,1.1762917933130699,922,2.802431610942249,37.79,-122.18,2.081
2.9514,47,4.80078125,0.94921875,582,2.2734375,37.79,-122.19,1.981
2.6667,50,4.746268656716418,1.0796019900497513,546,2.716417910447761,37.79,-122.19,1.728
5.4446,37,6.176691729323308,0.9849624060150376,620,2.330827067669173,37.81,-122.18,3.367
6.2838,34,6.948717948717949,1,442,2.2666666666666666,37.8,-122.18,3.182
6.7527,23,7.064024390243903,1.024390243902439,955,2.9115853658536586,37.8,-122.18,2.858
7.0712,24,7.589506172839506,0.9783950617283951,916,2.8271604938271606,37.77,-122.13,2.93
5.9849,22,6.528723945094052,1.0411794611082867,4985,2.5343162175902387,37.79,-122.16,3.71
3.6875,42,5.707865168539326,0.9737827715355806,651,2.438202247191011,37.78,-122.17,1.573
2.875,30,4.731152204836415,1.0611664295874823,1704,2.4238975817923185,37.77,-122.17,1.353
3.4205,43,4.877149877149877,1.0810810810810811,1085,2.6658476658476657,37.78,-122.18,1.367
3.2984,50,5.78169014084507,1.1338028169014085,713,2.51056338028169,37.78,-122.18,1.607
3.875,49,4.933701657458563,0.9779005524861878,468,2.585635359116022,37.78,-122.17,1.406
4.175,52,5.396694214876033,1.0578512396694215,296,2.446280991735537,37.78,-122.17,1.44
4.375,47,5.761467889908257,0.9954128440366973,570,2.614678899082569,37.77,-122.16,1.619
4.7708,48,5.427777777777778,1.0777777777777777,446,2.477777777777778,37.77,-122.16,1.563
3.5739,45,6.052083333333333,1.0338541666666667,968,2.5208333333333335,37.77,-122.16,1.76
